,ts,rh,rn,tt,bc,cs
25880,1498653600,142,26,431,232625240,1
25881,1498653600,0,254,362,27348416,1
25882,1498653600,1,110,478,2852528,1
25883,1498653600,5,28,28,1343568,1
25884,1498653600,51,86,123,31509644,1
25885,1498653600,13,15,15,0,1
25886,1498654200,0,224,397,30693104,1
25887,1498654200,1,137,473,3389552,1
25888,1498654200,142,24,463,243107196,1
25889,1498654200,5,7,7,244748,1
25890,1498654200,51,32,235,720133292,1
25891,1498654800,0,217,389,30195516,1
25892,1498654800,1,115,444,2373772,1
25893,1498654800,142,23,481,224527708,1
25894,1498654800,51,96,574,1350939384,1
25895,1498654800,56,10,91,62087744,1
25896,1498654800,12,1,17,45507468,1
25897,1498654800,7,2,8,1328385,1
25898,1498654800,5,2,2,41788,1
25899,1498654800,6,2,2,796022,1
25900,1498655400,0,219,395,30211880,1
25901,1498655400,1,144,471,2923860,1
25902,1498655400,51,175,3248,6732286032,1
25903,1498655400,10,1,4,45507468,1
25904,1498655400,5,168,168,4926996,1
25905,1498655400,142,24,480,240696968,1
25906,1498655400,6,10,44,199950932,1
25907,1498656000,1,130,451,2619476,1
25908,1498656000,0,285,344,13107524,1
25909,1498656000,51,195,448,358879528,1
25910,1498656000,5,622,624,13324684,1
25911,1498656000,142,29,470,285167548,1
25912,1498656000,10,2,9,72903732,1
25913,1498656000,6,5,5,2180940,1
25914,1498656000,307,1,1,500195,1
25915,1498656000,341,1,1,613,1
25916,1498656600,0,251,359,27299240,1
25917,1498656600,1,99,540,2012616,1
25918,1498656600,142,24,417,262940592,1
25919,1498656600,5,40,40,1649840,1
25920,1498656600,7,1,18,45507468,1
25921,1498656600,11,1,20,45507468,1
25922,1498656600,341,3,154,40253968,0
25923,1498656600,51,112,246,130578712,1
25924,1498656600,307,1,1,477459,1
25925,1498657200,0,281,343,11239052,1
25926,1498657200,5,326,326,19683464,1
25927,1498657200,51,42,83,29321404,1
25928,1498657200,1,72,511,1462044,1
25929,1498657200,142,27,445,272245684,1
25930,1498657200,13,15,15,0,1
25931,1498657200,6,8,8,1376072,1
25932,1498657800,1,38,409,752324,0
25933,1498657800,0,300,328,11788924,1
25934,1498657800,5,554,554,33204056,1
25935,1498657800,51,45,107,49607436,1
25936,1498657800,142,23,470,231675500,1
25937,1498657800,339,1,2,1338392,1
25938,1498657800,93,257,257,8261226,0
25939,1498658400,142,30,480,286754356,1
25940,1498658400,93,918,918,11495676,0
25941,1498658400,5,133,136,7826812,1
25942,1498658400,0,299,326,15302760,1
25943,1498658400,1,46,635,914676,0
25944,1498658400,23,50,214,554867227,1
25945,1498658400,16,34,1418,270825288,1
25946,1498658400,51,112,276,170874808,1
25947,1498658400,6,8,8,8350084,1
25948,1498658400,7,1,5,1196561,1
25949,1498658400,342,1,3,42272,1
25950,1498659000,51,48,87,44714636,1
25951,1498659000,93,543,543,6762168,0
25952,1498659000,10,1,2,46832520,1
25953,1498659000,1,45,427,914424,1
25954,1498659000,142,39,411,389163596,1
25955,1498659000,0,216,400,39933884,1
25956,1498659000,23,28,39,20879204,1
25957,1498659000,5,23,23,1747088,1
25958,1498659000,25,1,49,164981241,1
25959,1498659000,24,1,19,46832520,1
25960,1498659000,6,16,101,654229332,1
25961,1498659000,68,1,3,106328,1
25962,1498659600,0,244,371,17986164,1
25963,1498659600,23,100,130,43841816,1
25964,1498659600,51,142,288,159391328,1
25965,1498659600,1,76,591,1522824,0
25966,1498659600,10,2,6,72903732,1
25967,1498659600,142,42,376,442710208,1
25968,1498659600,6,1,1,614028,1
25969,1498659600,16,6,180,32280856,1
25970,1498660200,0,313,325,6705772,1
25971,1498660200,51,61,92,22779612,1
25972,1498660200,142,42,378,434452164,1
25973,1498660200,1,55,593,1091436,0
25974,1498660200,7,1,16,46832520,1
25975,1498660200,11,1,14,46832520,1
25976,1498660200,5,23,23,592316,1
25977,1498660200,49,1,355,7381792,0
25978,1498660200,16,17,499,86286400,1
25979,1498660200,6,1,1,20936,1
25980,1498660200,23,4,10,14042504,1
25981,1498660800,1,29,664,589204,1
25982,1498660800,0,261,355,24344776,1
25983,1498660800,142,38,402,376816208,1
25984,1498660800,6,3,3,433248,1
25985,1498660800,51,44,103,58197352,1
25986,1498660800,23,93,134,101174772,1
25987,1498660800,5,1,1,23140,1
25988,1498660800,13,15,24,3990480,1
25989,1498660800,16,6,295,59429872,1
25990,1498661400,0,227,383,30492376,1
25991,1498661400,142,38,392,400589372,1
25992,1498661400,1,42,654,853692,1
25993,1498661400,51,20,54,29134616,1
25994,1498661400,16,8,494,99425640,1
25995,1498661400,23,726,909,265853900,0
25996,1498662000,23,1148,1330,460753272,1
25997,1498662000,0,232,386,27981712,1
25998,1498662000,142,38,403,398730040,1
25999,1498662000,1,34,714,1196712,1
26000,1498662000,5,11,11,308984,1
26001,1498662000,343,2,2,487064,0
26002,1498662000,22,1,70,44254812,1
26003,1498662000,51,48,126,67451260,1
26004,1498662000,45,1,18,48378440,1
26005,1498662000,60,3,5,6748872,0
26006,1498662000,21,1,15,44254812,1
26007,1498662600,51,190,432,209227612,1
26008,1498662600,0,226,388,28611316,1
26009,1498662600,142,45,366,490907880,1
26010,1498662600,10,1,2,48378440,1
26011,1498662600,61,8,331,9191168,1
26012,1498662600,1,15,674,887700,1
26013,1498662600,23,21,23,5245876,1
26014,1498662600,6,16,41,242129205,1
26015,1498662600,165,48,49,4726376,1
26016,1498663200,0,227,389,28966384,1
26017,1498663200,1,19,643,901428,0
26018,1498663200,51,90,197,135359592,1
26019,1498663200,142,27,233,299819716,1
26020,1498663200,23,75,323,905525080,1
26021,1498663200,10,2,19,72903732,1
26022,1498663200,5,10,10,428256,1
26023,1498663200,61,2,494,18294656,1
26024,1498663800,0,222,398,28750656,1
26025,1498663800,23,201,1057,1859825592,1
26026,1498663800,51,234,531,380116780,1
26027,1498663800,11,1,25,48378440,1
26028,1498663800,7,1,32,48378440,1
26029,1498663800,6,9,9,2607552,1
26030,1498663800,1,8,420,379076,0
26031,1498663800,65,10,15,93772392,1
26032,1498663800,43,47,213,135373652,1
26033,1498664400,0,222,393,28652616,1
26034,1498664400,51,325,585,235624072,1
26035,1498664400,43,101,475,379598940,1
26036,1498664400,1,22,708,550104,0
26037,1498664400,23,61,90,65456116,1
26038,1498664400,65,10,14,74611324,1
26039,1498664400,13,15,17,947788,1
26040,1498665000,0,213,394,43520168,1
26041,1498665000,43,112,510,433824084,1
26042,1498665000,1,17,653,819716,0
26043,1498665000,23,28,43,29558272,1
26044,1498665000,344,1,5,2170684,1
26045,1498665600,0,222,387,28628408,1
26046,1498665600,43,111,518,506364760,1
26047,1498665600,2,178,346,51921500,1
26048,1498665600,1,26,663,1235328,0
26049,1498665600,63,266,614,328238388,1
26050,1498665600,344,4,156,6977172,0
26051,1498665600,85,341,349,13040520,1
26052,1498665600,23,25,54,67081456,1
26053,1498665600,6,9,9,5946124,1
26054,1498665600,7,2,6,1454881,1
26055,1498665600,8,559,559,25946856,0
26056,1498665600,80,1,16,51344856,1
26057,1498666200,63,337,1338,790472436,1
26058,1498666200,2,193,340,17840340,1
26059,1498666200,0,227,392,28923220,1
26060,1498666200,8,38,38,437200,0
26061,1498666200,10,1,2,51344856,1
26062,1498666200,23,26,45,40338636,1
26063,1498666200,43,109,518,517574548,1
26064,1498666200,1,17,676,807472,0
26065,1498666200,6,7,33,195381812,1
26066,1498666200,65,4,5,41114908,1
26067,1498666800,63,227,844,421529680,1
26068,1498666800,0,248,376,38778492,1
26069,1498666800,43,109,518,473317832,1
26070,1498666800,65,6,8,54844704,1
26071,1498666800,2,197,323,15806772,1
26072,1498666800,1,9,295,403260,0
26073,1498666800,6,16,79,524935024,1
26074,1498666800,23,37,61,59631384,1
26075,1498667400,2,187,329,80795916,1
26076,1498667400,10,2,4,72903732,1
26077,1498667400,63,171,1440,1014199556,1
26078,1498667400,43,116,494,485760904,1
26079,1498667400,23,23,40,33358740,1
26080,1498667400,0,209,412,26462084,1
26081,1498667400,7,1,17,51344856,1
26082,1498667400,11,1,34,51344856,1
26083,1498667400,1,26,633,1248076,0
26084,1498667400,345,1,1,21448,1
26085,1498667400,6,27,27,5642120,1
26086,1498668000,0,202,421,24633872,1
26087,1498668000,2,185,349,20186448,1
26088,1498668000,43,106,513,467672840,1
26089,1498668000,63,248,1720,1100784448,1
26090,1498668000,6,16,16,7968004,1
26091,1498668000,1,20,491,966452,0
26092,1498668000,13,15,17,287828,1
26093,1498668000,23,4,10,3892424,1
26094,1498668600,43,109,521,550050728,1
26095,1498668600,0,131,475,166524984,1
26096,1498668600,63,373,1717,891685592,1
26097,1498668600,2,187,340,18856296,1
26098,1498668600,1,30,615,1443412,0
26099,1498668600,23,42,73,50605504,1
26100,1498669200,63,197,3312,3349098024,1
26101,1498669200,43,115,522,522472164,1
26102,1498669200,0,207,414,50196840,1
26103,1498669200,2,191,338,19277208,1
26104,1498669200,23,24,62,50864268,1
26105,1498669200,1,29,775,1419072,1
26106,1498669200,12,1,22,55180592,1
26107,1498669200,33,24,77,16856540,1
26108,1498669800,43,36,190,238195452,1
26109,1498669800,2,197,339,15524372,1
26110,1498669800,0,221,401,17353208,1
26111,1498669800,10,1,2,55180592,1
26112,1498669800,23,62,105,94013032,1
26113,1498669800,1,45,562,2190344,0
26114,1498669800,63,132,3455,5080801516,1
26115,1498669800,33,12,22,1911696,1
26116,1498669800,6,15,47,227139858,1
26117,1498670400,0,216,395,17569348,1
26118,1498670400,2,199,309,16108584,1
26119,1498670400,1,40,651,1933312,0
26120,1498671000,0,252,369,12849124,1
26121,1498671000,10,2,3,72903732,1
26122,1498671000,2,183,341,38746788,1
26123,1498671000,1,42,545,3753568,0
26124,1498671000,7,1,23,55180592,1
26125,1498671000,11,1,20,55180592,1
26126,1498671000,6,9,11,23293972,1
26127,1498671000,65,24,34,227965848,1
26128,1498671600,0,266,360,10393980,1
26129,1498671600,2,195,310,16738336,1
26130,1498671600,1,44,540,3719048,1
26131,1498671600,65,9,19,88423664,1
26132,1498671600,13,15,18,0,1
26133,1498672200,0,266,362,10680800,1
26134,1498672200,2,196,330,30935908,1
26135,1498672200,1,45,476,3803280,1
26136,1498672200,65,41,57,370117768,1
26137,1498672800,2,206,310,13527148,1
26138,1498672800,0,238,376,16476940,1
26139,1498672800,1,40,561,3296016,0
26140,1498672800,21,1,10,44255381,1
26141,1498672800,6,3,3,1645944,1
26142,1498672800,7,6,21,4357385,1
26143,1498672800,13,8,155,64683432,1
26144,1498673400,0,235,398,16912268,1
26145,1498673400,2,196,305,16210648,1
26146,1498673400,13,38,546,312008744,1
26147,1498673400,1,45,627,3802488,1
26148,1498673400,6,6,65,556918492,1
26149,1498674000,0,246,377,13422292,1
26150,1498674000,2,183,337,39635288,1
26151,1498674000,1,62,545,2226960,0
26152,1498674000,13,26,552,242536720,1
26153,1498674000,6,7,7,4322112,1
26154,1498674600,0,192,425,51314004,1
26155,1498674600,2,196,338,15631256,1
26156,1498674600,13,25,566,207115760,1
26157,1498674600,1,79,563,1693800,1
26158,1498674600,6,34,43,77504040,1
26159,1498674600,346,1,17,22423690,1
26160,1498674600,347,1,1290,8308520,1
26161,1498675200,2,184,329,39335264,1
26162,1498675200,0,205,413,23953948,1
26163,1498675200,1,79,718,1682148,0
26164,1498675200,13,47,570,266380148,0
26165,1498675200,6,1,1,138836,1
26166,1498675800,2,192,326,18161764,1
26167,1498675800,1,134,457,2890872,1
26168,1498675800,0,187,421,54711648,1
26169,1498675800,13,39,544,329468084,1
26170,1498675800,68,1,42,164983467,1
26171,1498676400,1,96,564,2072700,1
26172,1498676400,2,195,304,38445604,1
26173,1498676400,0,214,399,18919600,1
26174,1498676400,13,25,563,223378284,1
26175,1498676400,10,1,4,70974692,1
26176,1498676400,58,3,51,166614616,0
26177,1498676400,6,15,35,219602997,1
26178,1498677000,2,184,338,30662460,1
26179,1498677000,0,198,416,25352816,1
26180,1498677000,13,43,504,424210480,1
26181,1498677000,1,120,463,2574300,1
26182,1498677000,345,1,1,613,1
26183,1498677600,0,133,473,181907612,1
26184,1498677600,2,190,335,17828468,1
26185,1498677600,1,124,431,2671944,1
26186,1498677600,10,2,3,72903732,1
26187,1498677600,13,42,578,428372164,1
26188,1498677600,345,4,14,11568898,0
26189,1498678200,0,228,393,17723608,1
26190,1498678200,2,196,332,16943152,1
26191,1498678200,1,120,475,2587092,1
26192,1498678200,13,33,540,323883688,1
26193,1498678200,345,2,117,41012418,1
26194,1498678200,7,1,18,70974692,1
26195,1498678200,11,1,35,70974692,1
26196,1498678800,0,220,395,17933672,1
26197,1498678800,2,205,313,12390156,1
26198,1498678800,1,128,583,2761668,1
26199,1498678800,13,48,575,326653544,0
26200,1498679400,0,231,386,15621340,1
26201,1498679400,2,183,342,36614540,1
26202,1498679400,1,159,557,3426600,1
26203,1498679400,13,28,551,296213264,1
26204,1498679400,65,4,8,67955424,0
26205,1498679400,24,400,400,6696710,0
26206,1498680000,0,268,356,10496032,1
26207,1498680000,1,171,485,3694692,1
26208,1498680000,2,199,326,15471288,1
26209,1498680000,13,26,581,288275452,1
26210,1498680000,24,45,66,75460420,0
26211,1498680000,6,6,6,5365640,1
26212,1498680000,348,1,1,42272,1
26213,1498680000,70,16,56,242022823,1
26214,1498680000,7,2,10,1907405,1
26215,1498680000,8,562,562,25946856,0
26216,1498680000,71,1,2,689698,1
26217,1498680600,0,271,358,11059988,1
26218,1498680600,2,183,335,34784324,1
26219,1498680600,8,35,35,437200,0
26220,1498680600,1,178,472,3898176,1
26221,1498680600,10,1,3,74584772,1
26222,1498680600,6,2,2,1163792,1
26223,1498680600,13,22,551,254154144,1
26224,1498680600,5,6,6,134016,1
26225,1498681200,2,197,322,15406748,1
26226,1498681200,0,240,379,15949272,1
26227,1498681200,1,190,469,4153524,1
26228,1498681200,10,2,3,72903732,1
26229,1498681200,6,15,15,10849200,1
26230,1498681200,13,29,577,325378000,1
26231,1498681200,5,31,31,2702868,1
26232,1498681200,72,1,1,0,1
26233,1498681800,2,183,344,35234940,1
26234,1498681800,0,236,378,17316336,1
26235,1498681800,1,182,448,3951492,0
26236,1498681800,13,27,545,343208660,1
26237,1498681800,11,1,19,74584772,1
26238,1498681800,7,1,25,74584772,1
26239,1498681800,5,2,2,58008,1
26240,1498682400,2,199,326,15236580,1
26241,1498682400,0,222,389,18806684,1
26242,1498682400,1,198,434,4311552,0
26243,1498682400,13,57,548,563610416,0
26244,1498682400,345,1,1,613,1
26245,1498682400,5,2,2,41256,1
26246,1498683000,2,181,336,35469232,1
26247,1498683000,1,201,452,4396476,1
26248,1498683000,0,205,418,64092596,1
26249,1498683000,13,35,470,441566884,1
26250,1498683000,5,7,7,263680,1
26251,1498683000,6,15,39,227121882,1
26252,1498683600,0,215,402,18356052,1
26253,1498683600,2,197,303,17555852,1
26254,1498683600,1,199,432,4327240,0
26255,1498683600,22,1,27,44258347,1
26256,1498683600,13,29,584,462993988,1
26257,1498683600,5,21,21,2299756,1
26258,1498683600,21,1,11,44258347,1
26259,1498683600,24,3,55,156739308,1
26260,1498684200,0,210,406,23420968,1
26261,1498684200,1,215,421,4512680,1
26262,1498684200,13,22,340,263657188,1
26263,1498684200,10,1,3,83835576,1
26264,1498684200,2,183,337,33208604,1
26265,1498684200,5,2,2,41400,1
26266,1498684200,18,2,24,9882332,1
26267,1498684800,2,188,323,17275536,1
26268,1498684800,10,2,3,72903732,1
26269,1498684800,0,185,420,26264196,1
26270,1498684800,1,216,475,4690356,0
26271,1498684800,5,10,10,283896,1
26272,1498685400,2,184,335,35891208,1
26273,1498685400,0,202,407,63355760,1
26274,1498685400,1,219,414,4789272,1
26275,1498685400,5,18,18,1333664,1
26276,1498685400,7,1,33,83835576,1
26277,1498685400,11,1,33,83835576,1
26278,1498685400,18,15,375,120057164,1
26279,1498685400,25,94,193,182020948,1
26280,1498686000,1,233,418,5105508,1
26281,1498686000,0,215,401,18244924,1
26282,1498686000,2,194,324,17002388,1
26283,1498686000,25,58,97,56503272,0
26284,1498686000,18,1,69,24628532,1
26285,1498686000,13,15,21,1285836,0
26286,1498686000,5,2,2,39360,1
26287,1498686600,0,210,407,23369004,1
26288,1498686600,1,235,416,5139960,1
26289,1498686600,2,187,335,29290752,1
26290,1498686600,5,5,5,100308,1
26291,1498686600,6,1,1,919352,1
26292,1498687200,0,182,423,45019492,1
26293,1498687200,2,199,315,15557236,1
26294,1498687200,1,233,417,5104392,1
26295,1498687200,5,4,4,82368,1
26296,1498687200,24,3,56,161477564,1
26297,1498687200,7,1,4,1196561,1
26298,1498687200,6,11,11,9885660,1
26299,1498687800,1,245,413,5317992,1
26300,1498687800,2,198,303,20742776,1
26301,1498687800,10,1,6,88573832,1
26302,1498687800,0,193,424,60505040,1
26303,1498687800,6,1,1,904040,1
26304,1498687800,5,5,5,101136,1
26305,1498688400,1,251,411,5493120,1
26306,1498688400,2,205,296,25862992,1
26307,1498688400,0,215,406,21183764,1
26308,1498688400,10,2,3,72903732,1
26309,1498688400,5,13,13,1132040,1
26310,1498689000,1,246,413,5388540,1
26311,1498689000,0,200,414,24627528,1
26312,1498689000,2,203,310,14643756,1
26313,1498689000,7,1,26,88573832,1
26314,1498689000,11,1,29,88573832,1
26315,1498689000,5,10,10,283960,1
26316,1498689000,24,2,24,72903732,1
26317,1498689600,0,207,402,33624840,1
26318,1498689600,1,250,468,5453472,0
26319,1498689600,2,220,297,11246540,1
26320,1498689600,5,10,10,388824,1
26321,1498689600,13,15,19,777296,0
26322,1498690200,0,226,387,27502164,1
26323,1498690200,1,252,466,5502144,0
26324,1498690200,2,201,294,26960204,1
26325,1498690200,5,19,19,838812,1
26326,1498690200,6,15,31,219616235,1
26327,1498690800,1,250,408,5472168,1
26328,1498690800,2,203,292,14610712,1
26329,1498690800,0,214,397,38246864,1
26330,1498690800,5,11,11,795968,1
26331,1498690800,24,1,41,89814756,1
26332,1498690800,14,3,27,165727215,1
26333,1498690800,7,1,5,1196561,1
26334,1498691400,2,217,290,31026016,1
26335,1498691400,1,255,415,5579208,1
26336,1498691400,0,228,391,27519116,1
26337,1498691400,10,1,4,89814756,1
26338,1498691400,5,5,5,244864,1
26339,1498692000,2,219,293,12369100,1
26340,1498692000,1,258,404,5646876,1
26341,1498692000,0,214,398,40047712,1
26342,1498692000,10,2,3,72903732,1
26343,1498692000,5,115,115,2451104,1
26344,1498692600,1,261,411,5713056,1
26345,1498692600,2,220,292,11405388,1
26346,1498692600,0,227,386,27381328,1
26347,1498692600,7,1,22,89814756,1
26348,1498692600,11,1,28,89814756,1
26349,1498692600,5,7,7,246808,1
26350,1498693200,0,216,396,38410140,1
26351,1498693200,1,254,414,5532828,1
26352,1498693200,2,220,295,11409388,1
26353,1498693200,13,15,16,241368,0
26354,1498693800,1,260,403,5683956,1
26355,1498693800,0,226,386,26020260,1
26356,1498693800,2,225,277,24513596,1
26357,1498693800,6,4,4,1469152,1
26358,1498694400,1,256,411,5589924,1
26359,1498694400,2,210,312,12612248,1
26360,1498694400,0,218,392,38222864,1
26361,1498694400,4,7,549,349295420,1
26362,1498694400,21,1,11,44259507,1
26363,1498694400,6,33,33,15846824,1
26364,1498694400,349,1,2,1826468,1
26365,1498694400,8,592,592,26214660,0
26366,1498694400,7,1,5,1196561,1
26367,1498694400,5,1,1,20936,1
26368,1498695000,2,217,298,12254848,1
26369,1498695000,1,256,413,5595720,1
26370,1498695000,0,226,389,26089376,1
26371,1498695000,10,1,4,90604476,1
26372,1498695000,9,1,55,90604476,1
26373,1498695000,6,4,4,364664,1
26374,1498695000,5,1,1,30952,1
26375,1498695600,0,212,402,34686520,1
26376,1498695600,1,242,422,5284992,1
26377,1498695600,2,220,285,21134320,1
26378,1498695600,10,2,5,72903732,1
26379,1498695600,5,1,1,101104,1
26380,1498696200,0,227,390,25749152,1
26381,1498696200,1,255,402,5585832,1
26382,1498696200,2,214,296,12366640,1
26383,1498696200,7,1,21,90604476,1
26384,1498696200,11,1,35,90604476,1
26385,1498696200,5,1,1,102952,1
26386,1498696800,0,215,399,37320676,1
26387,1498696800,1,250,424,5473944,1
26388,1498696800,2,220,296,10790316,1
26389,1498696800,5,3,3,223004,1
26390,1498696800,13,15,17,431492,0
26391,1498697400,0,225,394,25559920,1
26392,1498697400,2,213,294,14289976,1
26393,1498697400,1,251,410,5496768,1
26394,1498697400,5,7,7,151856,1
26395,1498698000,0,222,386,29016876,1
26396,1498698000,1,243,403,5308260,1
26397,1498698000,2,172,349,48676636,1
26398,1498698000,14,186,1015,1866642446,1
26399,1498698000,17,5,44,53047456,0
26400,1498698000,15,24,26,50701356,1
26401,1498698000,16,46,1883,371474296,1
26402,1498698000,18,7,109,58903560,1
26403,1498698000,7,1,5,1196561,1
26404,1498698000,6,16,60,242032006,1
26405,1498698000,5,4,4,88484,1
26406,1498698600,14,323,1676,2695699256,1
26407,1498698600,0,214,396,37166512,1
26408,1498698600,1,242,413,5246676,1
26409,1498698600,2,173,353,24947664,1
26410,1498698600,10,1,4,92296712,1
26411,1498698600,5,21,21,6277180,1
26412,1498699200,0,216,401,28865608,1
26413,1498699200,1,235,425,5138700,1
26414,1498699200,10,2,3,72903732,1
26415,1498699200,14,205,982,1270973348,1
26416,1498699200,2,162,367,51478708,1
26417,1498699200,5,48,48,1771056,1
26418,1498699800,14,115,516,536576176,1
26419,1498699800,0,228,382,25779080,1
26420,1498699800,1,235,428,5139828,1
26421,1498699800,2,172,343,46827292,1
26422,1498699800,5,18,18,1956548,1
26423,1498699800,11,1,21,92296712,1
26424,1498699800,7,1,26,92296712,1
26425,1498699800,6,2,2,315980,1
26426,1498700400,0,211,399,39850988,1
26427,1498700400,2,168,369,31597496,1
26428,1498700400,1,241,411,5272632,1
26429,1498700400,14,118,509,542043732,1
26430,1498700400,5,9,9,196260,1
26431,1498700400,19,1,5,5237884,1
26432,1498700400,13,15,15,0,0
26433,1498700400,21,2,12,44302039,1
26434,1498701000,1,239,414,5219304,1
26435,1498701000,2,171,355,46512200,1
26436,1498701000,0,233,378,24757340,1
26437,1498701000,14,117,516,515220144,1
26438,1498701000,5,11,11,324928,1
26439,1498701000,20,302,302,9267095,0
26440,1498701600,0,214,393,36510196,1
26441,1498701600,22,1,1,42272,1
26442,1498701600,20,132,132,1977968,0
26443,1498701600,14,118,517,511089184,1
26444,1498701600,2,171,359,29641456,1
26445,1498701600,1,216,418,4704036,1
26446,1498701600,23,29,193,419536218,1
26447,1498701600,5,24,24,730336,1
26448,1498702200,0,230,387,24323232,1
26449,1498702200,1,224,418,4901940,1
26450,1498702200,2,181,336,42035368,1
26451,1498702200,5,199,199,8200296,1
26452,1498702200,14,113,513,570982396,1
26453,1498702200,25,1,21,164996466,1
26454,1498702200,6,3,3,90096,1
26455,1498702200,23,2,6,5255940,1
26456,1498702800,1,212,420,4640268,1
26457,1498702800,0,217,391,35871292,1
26458,1498702800,14,119,519,555798516,1
26459,1498702800,2,188,322,40237332,1
26460,1498702800,5,242,242,14345168,1
26461,1498702800,23,56,71,31814988,1
26462,1498702800,6,3,3,1959688,1
26463,1498702800,16,6,160,31832400,1
26464,1498703400,0,227,388,24575508,1
26465,1498703400,1,210,427,4593996,1
26466,1498703400,14,63,301,397730700,1
26467,1498703400,2,186,331,22440748,1
26468,1498703400,6,14,19,46358128,1
26469,1498703400,5,13,13,396648,1
26470,1498703400,23,12,17,9249232,1
26471,1498704000,0,161,440,162257068,1
26472,1498704000,2,185,337,39436804,1
26473,1498704000,1,201,433,4392048,1
26474,1498704000,23,69,87,46454408,1
26475,1498704000,13,15,18,950328,0
26476,1498704600,2,188,343,39276232,1
26477,1498704600,0,234,402,16272620,1
26478,1498704600,1,191,423,4172244,1
26479,1498704600,23,231,310,245579772,1
26480,1498704600,6,13,38,225907602,1
26481,1498704600,5,5,5,118268,1
26482,1498705200,1,104,469,2277888,1
26483,1498705200,23,792,891,246512880,1
26484,1498705200,2,186,337,22800876,1
26485,1498705200,0,229,392,17154236,1
26486,1498705200,22,1,16,44258808,1
26487,1498705200,5,11,11,286424,1
26488,1498705200,21,1,11,44258808,1
26489,1498705200,28,1,17,44258808,1
26490,1498705200,7,4,22,5321584,1
26491,1498705200,8,585,585,27443660,0
26492,1498705800,2,65,106,5439996,1
26493,1498705800,8,8,8,18848,0
26494,1498705800,0,245,373,13007376,1
26495,1498705800,10,1,4,90942932,1
26496,1498705800,1,70,864,1509804,0
26497,1498705800,23,46,60,31939104,1
26498,1498705800,6,3,3,878148,1
26499,1498706400,0,264,359,11190988,1
26500,1498706400,1,90,617,1966584,1
26501,1498706400,23,55,219,787914656,1
26502,1498706400,5,3,3,109152,1
26503,1498707000,0,242,376,11447120,1
26504,1498707000,10,3,4,82989752,1
26505,1498707000,1,139,426,3036996,1
26506,1498707000,23,194,298,299026388,1
26507,1498707000,11,2,29,95315828,1
26508,1498707000,7,2,32,95315828,1
26509,1498707000,5,1,1,19012,1
26510,1498707000,6,9,12,51803728,1
26511,1498707600,0,232,376,15167296,1
26512,1498707600,10,1,1,9685820,1
26513,1498707600,1,114,514,2470920,1
26514,1498707600,23,100,143,116382044,1
26515,1498707600,341,3,401,34524144,1
26516,1498707600,13,15,17,1198108,0
26517,1498707600,16,2,70,12871984,1
26518,1498708200,1,114,541,2473200,1
26519,1498708200,0,227,389,16495784,1
26520,1498708200,16,6,498,100710976,1
26521,1498708200,341,1,358,51886916,1
26522,1498708200,30,59,94,64515008,1
26523,1498708200,23,42,62,44731444,1
26524,1498708200,6,5,5,2789848,1
26525,1498708200,29,1,1,0,0
26526,1498708800,0,209,407,26095224,1
26527,1498708800,31,1,1,596893,1
26528,1498708800,29,1,1,0,0
26529,1498708800,1,144,468,3154848,1
26530,1498708800,23,106,149,98038980,1
26531,1498708800,30,127,167,138837572,1
26532,1498708800,6,16,16,13302868,1
26533,1498709400,0,203,406,33640496,1
26534,1498709400,1,147,482,3218604,1
26535,1498709400,6,15,27,122616560,1
26536,1498709400,10,1,17,87784112,1
26537,1498709400,23,130,188,122517360,1
26538,1498709400,24,5,64,180459684,1
26539,1498709400,333,1,13,485461,1
26540,1498709400,30,38,58,39067692,1
26541,1498710000,23,57,79,34519380,1
26542,1498710000,1,142,440,3030660,0
26543,1498710000,0,200,391,33062068,1
26544,1498710000,30,28,44,35415700,1
26545,1498710600,0,215,399,21389788,1
26546,1498710600,1,117,500,2361244,0
26547,1498710600,10,3,6,84986760,1
26548,1498710600,23,36,64,47716816,1
26549,1498710600,7,2,27,94064044,1
26550,1498710600,11,2,28,94064044,1
26551,1498710600,30,94,143,129251236,1
26552,1498710600,25,79,229,168591884,1
26553,1498710600,337,3,741,242835300,0
26554,1498710600,350,6,11,3170186,1
26555,1498711200,1,132,406,2670996,1
26556,1498711200,0,207,399,29166848,1
26557,1498711200,10,1,2,34954968,1
26558,1498711200,25,70,202,68782932,0
26559,1498711200,350,2,2,75441,1
26560,1498711200,30,37,56,38778952,1
26561,1498711200,23,88,130,91317220,1
26562,1498711200,13,15,15,0,0
26563,1498711800,1,125,550,2541256,1
26564,1498711800,0,210,398,29312264,1
26565,1498711800,30,846,848,17752004,1
26566,1498711800,23,81,126,97356872,1
26567,1498712400,30,775,782,25175068,1
26568,1498712400,0,208,400,28958548,1
26569,1498712400,1,151,457,3068888,1
26570,1498712400,23,239,346,227712492,1
26571,1498712400,79,1,1,39288,1
26572,1498712400,48,6,478,210037560,1
26573,1498712400,33,36,121,29131080,1
26574,1498712400,24,1,3,6733956,1
26575,1498712400,6,15,33,219666138,1
26576,1498713000,23,35,45,18583244,1
26577,1498713000,1,119,526,2421304,1
26578,1498713000,10,1,1,6733956,1
26579,1498713000,0,210,403,29557604,1
26580,1498713000,30,336,359,60390008,1
26581,1498713000,33,244,415,57330712,1
26582,1498713600,0,212,395,28997476,1
